No. Faktur;Tgl Faktur;Keterangan Barang;Kuantitas;Unit 1 Barang; Jumlah ;Keterangan;
CASH.02.072025.0100;01 Jul 2025;KAPI PVC 7;1.00;PCS; 3,000.00 ;;
CASH.02.072025.0100;01 Jul 2025;PLAMIR MASTER PUTIH 1KG;1.00;PCS; 16,000.00 ;;
CASH.02.072025.0102;01 Jul 2025;KAPI PVC 9;5.00;PCS; 17,500.00 ;;
CASH.02.072025.0102;01 Jul 2025;KAPI GAGANG KARET 3;3.00;PCS; 33,000.00 ;;
CASH.02.072025.0102;01 Jul 2025;LEM RAJAWALI PVAC;24.00;PCS; 432,000.00 ;;
CASH.02.072025.0102;01 Jul 2025;SEMEN PUTIH TIGA RODA 40KG;2.00;ZAK; 196,000.00 ;;
CASH.02.072025.0102;01 Jul 2025;SEMEN MERDEKA;5.00;ZAK; 215,000.00 ;;
CASH.02.072025.0106;01 Jul 2025;LED SCORE CLASSIC 9W;1.00;PCS; 20,000.00 ;;
CASH.02.072025.0107;01 Jul 2025;ISOLASI BOLAK BALIK HIJAU/MERAH;1.00;PCS; 15,000.00 ;;
CASH.02.072025.0112;01 Jul 2025;BATA BIASA / SEKAM;10.00;PCS; 7,000.00 ;;
CASH.02.072025.0113;01 Jul 2025;AQUAPROOF ABU MUDA @20 KG;1.00;PIL; 912,500.00 ;;
CASH.02.072025.0114;01 Jul 2025;CETOK GAGANG KARET BESAR;1.00;PCS; 20,000.00 ;;
CASH.02.072025.0115;01 Jul 2025;"KUAS ETERNA 2""";2.00;PCS; 18,000.00 ;;
CASH.02.072025.0115;01 Jul 2025;THINNER B BOTOL 1 LTR;2.00;KLG; 39,000.00 ;;
CASH.02.072025.0115;01 Jul 2025;THINNER B BOTOL 1.5 L;2.00;PCS; 49,000.00 ;;
CASH.02.072025.0115;01 Jul 2025;BEE BRAND 166 MAYAN YELLOW;1.00;KLG; 70,000.00 ;;
CASH.02.072025.0115;01 Jul 2025;BODELAC KILAP 2IN1 ACCENT@2.7 L;2.00;GLN; 490,000.00 ;;
CASH.02.072025.0115;01 Jul 2025;KUAS ROL ACE BIRU 10MM;1.00;PCS; 32,000.00 ;;
CASH.02.072025.0115;01 Jul 2025;VINILEX 300 WHITE @25 KG;1.00;PIL; 735,000.00 ;;
CASH.02.072025.0116;01 Jul 2025;SCREEN DOOR LOCK  GALASSIA ALMINI;1.00;SET; 155,000.00 ;;
CASH.02.072025.0117;01 Jul 2025;"PAKU 2""";0.25;KG; 5,000.00 ;;
CASH.02.072025.0118;01 Jul 2025;"GATEVALVE ONDA 3/4""";1.00;PCS; 115,000.00 ;;
CASH.02.072025.0118;01 Jul 2025;LEM PVC ISARPLAS TUBE 45 GRAM;1.00;PCS; 10,000.00 ;;
CASH.02.072025.0118;01 Jul 2025;BALLVALVE PVC ONDA POLOS 3/4;1.00;PCS; 28,000.00 ;;
CASH.02.072025.0120;01 Jul 2025;SEMEN TIGA RODA PCC 40KG;1.00;ZAK; 53,000.00 ;;
CASH.02.072025.0121;01 Jul 2025;KRAN ONDA BLS 1/2;-1.00;PCS; -50,000.00 ;;
CASH.02.072025.0122;01 Jul 2025;KRAN ONDA BL 3/4;1.00;PCS; 50,000.00 ;;
CASH.02.072025.0123;01 Jul 2025;NIPPON WEATHERBOND MAX PASTEL @2.35L;1.00;GLN; 350,000.00 ;;
CASH.02.072025.0123;01 Jul 2025;SPOTLESS PASTEL (P) @ 1L;1.00;KLG; 135,000.00 ;;
CASH.02.072025.0125;01 Jul 2025;KENI 3/4 MASP;8.00;PCS; 28,000.00 ;;
CASH.02.072025.0125;01 Jul 2025;"PVC MASPION 3/4"" AW";2.00;LJR; 66,000.00 ;;
CASH.02.072025.0125;01 Jul 2025;TEE 3/4 MASP;8.00;PCS; 40,000.00 ;;
CASH.02.072025.0126;01 Jul 2025;AFUR LANTAI SPLAST-K AIR PLASTIK BLUE;1.00;PCS; 22,000.00 ;;
CASH.02.072025.0127;01 Jul 2025;BALLVALVE PVC ONDA 1 DRAT;1.00;PCS; 39,000.00 ;;
CASH.02.072025.0127;01 Jul 2025;DN 1;1.00;PCS; 3,000.00 ;;
CASH.02.072025.0128;01 Jul 2025;KABEL DAK TC-2;2.00;LJR; 13,000.00 ;;
CASH.02.072025.0140;01 Jul 2025;TAMPAR 5 MM;5.00;MTR; 7,500.00 ;;
CASH.02.072025.0141;01 Jul 2025;PAKU BETON 21/2 ECERAN;10.00;PCS; 4,000.00 ;;
CASH.02.072025.0141;01 Jul 2025;KLEM PVC 3/4;10.00;PCS; 20,000.00 ;;
CASH.02.072025.0142;01 Jul 2025;CIRCULAR SAW MATA KAYU;1.00;PCS; 28,000.00 ;;
CASH.02.072025.0142;01 Jul 2025;"PAKU 3""";2.00;KG; 32,000.00 ;;
CASH.02.072025.0142;01 Jul 2025;"PAKU 2""";2.00;KG; 32,000.00 ;;
CASH.02.072025.0143;01 Jul 2025;"KUAS ETERNA 3""";2.00;PCS; 26,000.00 ;;
CASH.02.072025.0143;01 Jul 2025;AMPLAS ROL 60;1.00;MTR; 7,000.00 ;;
CASH.02.072025.0143;01 Jul 2025;AMPLAS ROL 400;1.00;MTR; 7,000.00 ;;
CASH.02.072025.0143;01 Jul 2025;EMCO PUTIH DOF;1.00;KLG; 75,000.00 ;;
CASH.02.072025.0143;01 Jul 2025;NIPPON WEATHERBOND MAX DEEP @2.25L;1.00;GLN; 344,000.00 ;;
CASH.02.072025.0143;01 Jul 2025;NO DROP 009 PUTIH @1KG;1.00;KLG; 56,000.00 ;;
CASH.02.072025.0144;01 Jul 2025;DULUX PENTALITE BASE A @20 L;1.00;PIL; 1,750,000.00 ;;
CASH.02.072025.0146;01 Jul 2025;DIAMOND WHEEL FUJIYAMA TURBO BATIK (ORG);1.00;PCS; 65,500.00 ;;
CASH.02.072025.0146;01 Jul 2025;LEM SILICONE NORTON/ISCO/GP(ASAM) BLACK;1.00;PCS; 25,000.00 ;;
CASH.02.072025.0152;01 Jul 2025;"KUAS BIASA 21/2""";1.00;PCS; 5,000.00 ;;
CASH.02.072025.0152;01 Jul 2025;PHILIPS LED 14.5 W;1.00;PCS; 56,000.00 ;;
CASH.02.072025.0152;01 Jul 2025;WATERBLOCK BIRU @1 KG;1.00;KLG; 60,000.00 ;;
CASH.02.072025.0157;01 Jul 2025;CATYLAC YELLOW SUNSET 45365;1.00;GLN; 165,000.00 ;;
CASH.02.072025.0159;01 Jul 2025;DEMPUL SANPOLAC 250 GRAM;1.00;KLG; 20,000.00 ;;
CASH.02.072025.0160;01 Jul 2025;PARAGON 333 GREEN ICE @1 KG;1.00;KLG; 36,000.00 ;;
CASH.02.072025.0160;01 Jul 2025;VINILEX 330 LINEN WHITE;1.00;GLN; 148,000.00 ;;
CASH.02.072025.0163;01 Jul 2025;SELANG SUPERFLEX 1/2;3.00;MTR; 24,000.00 ;;
CASH.02.072025.0164;01 Jul 2025;SODA API KECIL;1.00;PCS; 17,000.00 ;;
CASH.02.072025.0165;01 Jul 2025;SEMEN HITAM KILOAN;2.00;KG; 6,000.00 ;;
CASH.02.072025.0166;01 Jul 2025;"PAKU 3""";2.00;KG; 32,000.00 ;;
CASH.02.072025.0170;01 Jul 2025;LEM SILICONE NORTON/ISCO/GP(ASAM) BLACK;1.00;PCS; 25,000.00 ;;
CASH.02.072025.0171;01 Jul 2025;AFUR PVC ALINCO PUTIH;1.00;PCS; 15,000.00 ;;
CASH.02.072025.0171;01 Jul 2025;LEM RAJAWALI PVAC;2.00;PCS; 37,000.00 ;;
CASH.02.072025.0172;01 Jul 2025;GEMBOK WILMER 20 MM;1.00;PCS; 10,000.00 ;;
CASH.02.072025.0173;01 Jul 2025;SENG TALANG 0.2X45;1.00;MTR; 20,000.00 ;;
CASH.02.072025.0174;01 Jul 2025;KAWAT LOKET HIJAU PVC 1/2;19.20;MTR; 140,000.00 ;;
CASH.02.072025.0175;01 Jul 2025;SF/LASERPLAST/NEO 180;12.00;LBR; 672,000.00 ;;
CASH.02.072025.0176;01 Jul 2025;"TUTUP POLOS 3/4""";1.00;PCS; 3,000.00 ;;
CASH.02.072025.0178;01 Jul 2025;NIPPE 2000 480 MATT BLACK @1 KG;1.00;KLG; 85,000.00 ;;
CASH.02.072025.0178;01 Jul 2025;THINNER A SPC DRUM ECERAN;4.00;LTR; 74,000.00 ;;
CASH.02.072025.0178;01 Jul 2025;CATYLAC INTERIOR BASE A;1.00;GLN; 167,000.00 ;;
CASH.02.072025.0178;01 Jul 2025;NIPPON HIGH EPOXY FILLER BLACK;1.00;SET; 84,000.00 ;;
CASH.02.072025.0179;01 Jul 2025;PVC PIPA METERAN 4 C;1.00;MTR; 25,000.00 ;;
CASH.02.072025.0181;01 Jul 2025;VINILEX 330 LINEN WHITE;-1.00;GLN; -148,000.00 ;;
CASH.02.072025.0182;01 Jul 2025;VINILEX 915 FRESH APRICOT;1.00;GLN; 148,000.00 ;;
CASH.02.072025.0183;01 Jul 2025;"KRAN PVC ISCO 1/2""";1.00;PCS; 15,000.00 ;;
CASH.02.072025.0184;01 Jul 2025;THINNER A SPC DRUM ECERAN;5.00;LTR; 92,500.00 ;;
CASH.02.072025.0185;01 Jul 2025;SODA API KECIL;1.00;PCS; 17,000.00 ;;
CASH.02.072025.0187;01 Jul 2025;STANG GERGAJI BESI ONAT/WANLY;1.00;PCS; 20,000.00 ;;
CASH.02.072025.0187;01 Jul 2025;MATA GERGAJI SANDFLEX 18 TPI;1.00;PCS; 15,000.00 ;;
CASH.02.072025.0188;01 Jul 2025;CETOK GAGANG KARET KECIL;1.00;PCS; 17,000.00 ;;
CASH.02.072025.0188;01 Jul 2025;KAWAT 16 TANGGUNG;10.00;MTR; 10,000.00 ;;
CASH.02.072025.0189;01 Jul 2025;SEMEN TIGA RODA PCC 40KG;1.00;ZAK; 53,000.00 ;;
CASH.02.072025.0190;01 Jul 2025;SPOTLESS PASTEL (P) @ 2.5L;2.00;GLN; 492,000.00 ;;
CASH.02.072025.0191;01 Jul 2025;BEE BRAND 118 DOVE GREY;1.00;KLG; 70,000.00 ;;
CASH.02.072025.0191;01 Jul 2025;NIPPON PROTECTIVE @1 KG;1.00;KLG; 43,000.00 ;;
CASH.02.072025.0193;01 Jul 2025;THINNER A SPC * 1 L;2.00;KLG; 100,000.00 ;;
CASH.02.072025.0194;01 Jul 2025;KLEM KABEL 10 BIASA;2.00;PAK; 18,000.00 ;;
FJ-0625-000387;01 Jul 2025;WATERPAS MAGNET ATS 60 CM;-1.00;PCS; -35,000.00 ;RETUR WATERPAS ARI NGAGEL;
FJ-0625-000697;01 Jul 2025;CORAL 1X2;-0.70;M3; -285,000.00 ;"
RETUR BELUM DIKIRIM";
FJ-0625-000697;01 Jul 2025;PASIR KEDIRI;-0.70;M3; -225,000.00 ;"
RETUR BELUM DIKIRIM";
FJ-0625-000958;01 Jul 2025;BESI 6 SNI SERTIFIKAT;-1.00;LJR; -25,000.00 ;"
RETUR ";
FJ-0625-000958;01 Jul 2025;KUMBUNG ENGKEL;-8.00;PCS; -60,000.00 ;"
RETUR ";
FJ-0625-001555;01 Jul 2025;ASBES GELOMBANG BESAR 200;-10.00;LBR; -760,000.00 ;"
RETUR";
FJ-0725-000697;01 Jul 2025;BESI 10 SNI (9.5X12) SRTF;10.00;LJR; 650,000.00 ;RP.605.000;
FJ-0725-000697;01 Jul 2025;BENDRAT SPR Q;1.00;KG; 20,000.00 ;RP.605.000;
FJ-0725-000697;01 Jul 2025;PASIR KEDIRI A;1.40;M3; 445,000.00 ;RP.605.000;
FJ-0725-000698;01 Jul 2025;SIKAT BAJA;3.00;PCS; 15,000.00 ;NK KRM MARGOMULYO INDAH C8;
FJ-0725-000698;01 Jul 2025;AMPLAS TUMPUK GRENDA 120;3.00;PCS; 18,000.00 ;NK KRM MARGOMULYO INDAH C8;
FJ-0725-000698;01 Jul 2025;LEM RAJAWALI PVAC;12.00;PCS; 216,000.00 ;NK KRM MARGOMULYO INDAH C8;
FJ-0725-000698;01 Jul 2025;AMPLAS ROL 120;10.00;MTR; 70,000.00 ;NK KRM MARGOMULYO INDAH C8;
FJ-0725-000698;01 Jul 2025;KUAS MINIROLLER ACE BIRU GG PANJANG;3.00;PCS; 81,000.00 ;NK KRM MARGOMULYO INDAH C8;
FJ-0725-000698;01 Jul 2025;KUAS ROL ACE BIRU 10MM;3.00;PCS; 96,000.00 ;NK KRM MARGOMULYO INDAH C8;
FJ-0725-000699;01 Jul 2025;GYPSUM A PLUS 120X240;5.00;LBR; 230,000.00 ;NK;
FJ-0725-000699;01 Jul 2025;HOLLO MJP 2X4 0.3;5.00;LJR; 100,000.00 ;NK;
FJ-0725-000699;01 Jul 2025;URUNNER;5.00;PCS; 115,000.00 ;NK;
FJ-0725-000700;01 Jul 2025;KALSIBOARD LING 120X240;1.00;LBR; 66,000.00 ;RP.886.000;
FJ-0725-000700;01 Jul 2025;HOLLO 2X4X400;10.00;LJR; 125,000.00 ;RP.886.000;
FJ-0725-000700;01 Jul 2025;"SEKRUP HOLLOW 1""";1,000.00;PCS; 65,000.00 ;RP.886.000;
FJ-0725-000700;01 Jul 2025;SEMEN MU 400 PEREKAT GRANITE TILE @25 KG;5.00;ZAK; 600,000.00 ;RP.886.000;
FJ-0725-000747;01 Jul 2025;BTR JAYABRIX 10 CM PJG 60;1.00;M3; 550,000.00 ;LUNAS;
FJ-0725-000747;01 Jul 2025;SEMEN BATA RINGAN A-PLUS 40 KG;3.00;ZAK; 195,000.00 ;LUNAS;
FJ-0725-000747;01 Jul 2025;PASIR KEDIRI;0.60;M3; 155,000.00 ;LUNAS;
FJ-0725-000747;01 Jul 2025;SEMEN GRESIK PPC 40KG;1.00;ZAK; 57,000.00 ;LUNAS;
FJ-0725-000748;01 Jul 2025;BTR CITICON 10 CM PJG 60;1.00;M3; 650,000.00 ;RP.715.000 CPT;
FJ-0725-000748;01 Jul 2025;SEMEN BATA RINGAN A-PLUS 40 KG;1.00;ZAK; 65,000.00 ;RP.715.000 CPT;
FJ-0725-000749;01 Jul 2025;TAMPAR 8 MM;200.00;MTR; 299,000.00 ;"LUNAS TRANSFER
TUNGGU KABAR";
FJ-0725-000749;01 Jul 2025;"PAKU 2""";1.00;KG; 16,000.00 ;"LUNAS TRANSFER
TUNGGU KABAR";
FJ-0725-000749;01 Jul 2025;KAYU MERANTI 3/5 PAK;2.00;PAK; 420,000.00 ;"LUNAS TRANSFER
TUNGGU KABAR";
FJ-0725-000750;01 Jul 2025;TIMBA HIJAU TC-15 BAGUS;10.00;PCS; 70,000.00 ;LUNAS;
FJ-0725-000750;01 Jul 2025;BATA BIASA / SEKAM;200.00;PCS; 140,000.00 ;LUNAS;
FJ-0725-000897;01 Jul 2025;CATYLAC INTERIOR BASE A @25 KG;1.00;PIL; 670,000.00 ;NK DIBAWA;
FJ-0725-000898;01 Jul 2025;BTR BRICON 10CM PJG 60;1.00;M3; 620,000.00 ;LUNAS;
FJ-0725-000899;01 Jul 2025;GLASSBLOCK 05;6.00;PCS; 150,000.00 ;NK DIBAWA;
FJ-0725-000900;01 Jul 2025;KENI 3/4 MASP;5.00;PCS; 17,500.00 ;LUNAS;
FJ-0725-000900;01 Jul 2025;"CORONG TALANG KOTAK 4"" MSP/LG";1.00;PCS; 25,000.00 ;LUNAS;
FJ-0725-000900;01 Jul 2025;"PVC MASPION 3"" D";6.00;LJR; 690,000.00 ;LUNAS;
FJ-0725-000900;01 Jul 2025;"PVC MASPION 3/4"" AW";5.00;LJR; 165,000.00 ;LUNAS;
FJ-0725-000900;01 Jul 2025;"TUTUP TALANG KOTAK 4"" MSP/JAYA";2.00;PCS; 13,000.00 ;LUNAS;
FJ-0725-000900;01 Jul 2025;"TALANG KOTAK 4"" MASPION";1.00;PCS; 125,000.00 ;LUNAS;
FJ-0725-000900;01 Jul 2025;"TALANG KOTAK METERAN 4""";2.00;MTR; 50,000.00 ;LUNAS;
FJ-0725-000900;01 Jul 2025;TEE 3/4 MASP;5.00;PCS; 25,000.00 ;LUNAS;
FJ-0725-000900;01 Jul 2025;"SOK TALANG KOTAK 4"" MASPION/JY";1.00;PCS; 7,500.00 ;LUNAS;
FJ-0725-000900;01 Jul 2025;SEMEN GRESIK PPC 40KG;10.00;ZAK; 570,000.00 ;LUNAS;
FJ-0725-000942;01 Jul 2025;BESI 6 SNI SERTIFIKAT;5.00;LJR; 127,500.00 ;NK GANDENG;
FJ-0725-000943;01 Jul 2025;KANAL C 75X0.75 MM KENCANA;4.00;LJR; 356,000.00 ;LUNAS;
FJ-0725-000943;01 Jul 2025;DINABOL 8X40;6.00;PCS; 9,000.00 ;LUNAS;
FJ-0725-000943;01 Jul 2025;RENG GALV KENCANA 0.4;3.00;LJR; 111,000.00 ;LUNAS;
FJ-0725-000944;01 Jul 2025;PASIR KEDIRI A;1.40;M3; 445,000.00 ;NK;
FJ-0725-000945;01 Jul 2025;PASIR LUMAJANG;0.70;M3; 270,000.00 ;RP.866.000;
FJ-0725-000945;01 Jul 2025;PASIR KEDIRI;0.70;M3; 225,000.00 ;RP.866.000;
FJ-0725-000945;01 Jul 2025;SEMEN TIGA RODA PCC 40KG;7.00;ZAK; 371,000.00 ;RP.866.000;
FJ-0725-000946;01 Jul 2025;PASIR LUMAJANG;1.40;M3; 525,000.00 ;RP.1.095.000;
FJ-0725-000946;01 Jul 2025;SEMEN GRESIK PPC 40KG;10.00;ZAK; 570,000.00 ;RP.1.095.000;
FJ-0725-000947;01 Jul 2025;ASBES GELOMBANG BESAR 300;6.00;LBR; 669,000.00 ;LUNAS;
FJ-0725-000947;01 Jul 2025;ASBES GELOMBANG BESAR 225;26.00;LBR; 2,184,000.00 ;LUNAS;
FJ-0725-000947;01 Jul 2025;BAUT DRILLING 10 CM;150.00;PCS; 135,000.00 ;LUNAS;
FJ-0725-000947;01 Jul 2025;PVC 20MM RIFENG/RIIFO;20.00;LJR; 220,000.00 ;LUNAS;
FJ-0725-000947;01 Jul 2025;KAYU MERANTI 3/5 PAK;2.00;PAK; 420,000.00 ;LUNAS;
FJ-0725-000947;01 Jul 2025;TRIPLEK 12 MM SUPER;4.00;LBR; 540,000.00 ;LUNAS;
FJ-0725-000948;01 Jul 2025;BTR FOCON/PLATINUM 10CM;0.50;M3; 305,000.00 ;LUNAS;
FJ-0725-000949;01 Jul 2025;RASKAM PLAT TEBAL 50CM;5.00;PCS; 625,000.00 ;- TGU BRG;
FJ-0725-000949;01 Jul 2025;"PVC TIGER 5/8"" PUTIH";90.00;LJR; 562,500.00 ;- TGU BRG;
FJ-0725-000950;01 Jul 2025;SEMEN MERDEKA;50.00;ZAK; 2,150,000.00 ;NK;
FJ-0725-000952;01 Jul 2025;"PAKU 2 1/2""";0.50;KG; 9,000.00 ;LUNAS;
FJ-0725-000952;01 Jul 2025;PAKU BETON PUTIH 21/2;1.00;DOS; 10,000.00 ;LUNAS;
FJ-0725-000952;01 Jul 2025;KAYU MERANTI 3/5 SUPER;1.00;BTG; 35,000.00 ;LUNAS;
FJ-0725-000952;01 Jul 2025;KAYU MERANTI 2/20 SUPER;2.00;BTG; 220,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;BESI 6 SNI SERTIFIKAT;3.00;LJR; 75,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;"PAKU 1""";0.25;KG; 7,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;"PAKU 2""";0.25;KG; 5,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;BENDRAT BIASA;1.00;BDL; 15,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;CORAL SEKROP;5.00;SKP; 40,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;PLAMIR MASTER PUTIH 1KG;1.00;PCS; 16,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;PASIR KEDIRI GELEDEK;1.00;GLD; 70,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;PARAGON PUTIH @1 KG;1.00;KLG; 36,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;KUMBUNG ENGKEL;8.00;PCS; 60,000.00 ;LUNAS;
FJ-0725-000953;01 Jul 2025;SEMEN MERDEKA;2.00;ZAK; 90,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;VERLOP RING TANDON 3/4 X 1 PVC;2.00;PCS; 26,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;LEM PVC ISARPLAS TUBE 45 GRAM;2.00;PCS; 20,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;KASA PERBAN GYPSUM + LEM;1.00;PCS; 6,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;HOLLO G TUBE 2X4X0.4;1.00;LJR; 25,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;AMPLAS ROL 100;1.00;MTR; 7,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;ISI CUTTER KENKO L-150;1.00;PCS; 10,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;"SOK DRAT LUAR 3/4""";2.00;PCS; 4,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;"PVC MASPION 1"" AW";1.00;LJR; 41,500.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;"KENI 3/4""";4.00;PCS; 12,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;"SOK 3/4""";4.00;PCS; 6,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;SOK 1 AW MSP;2.00;PCS; 6,000.00 ;LUNAS;
FJ-0725-000954;01 Jul 2025;VERLOP SOK 1X3/4 MASPION;2.00;PCS; 7,000.00 ;LUNAS;
FJ-0725-000955;01 Jul 2025;SEMEN TIGA RODA PCC 40KG;10.00;ZAK; 530,000.00 ;LUNAS;
FJ-0725-000956;01 Jul 2025;TRIPLEK 12 MM;10.00;LBR; 1,125,000.00 ;NK DIBAWA;
FJ-0725-000957;01 Jul 2025;PASIR KEDIRI A;1.40;M3; 475,000.00 ;LUNAS;
FJ-0725-000958;01 Jul 2025;BTR JAYABRIX 7.5CM PJG 60;0.07;M3; 80,000.00 ;LUNAS;
FJ-0725-000958;01 Jul 2025;BESI 10 SNI (9.5X12) SRTF;1.00;LJR; 65,000.00 ;LUNAS;
FJ-0725-000959;01 Jul 2025;PAPAN RANDU SUPER;20.00;LBR; 400,000.00 ;LUNAS;
FJ-0725-000959;01 Jul 2025;KAYU MERANTI 4/6 PAK;2.00;PAK; 420,000.00 ;LUNAS;
FJ-0725-000959;01 Jul 2025;TRIPLEK 9 MM;6.00;LBR; 540,000.00 ;LUNAS;
FJ-0725-000960;01 Jul 2025;BTR JAYABRIX 10 CM PJG 60;0.13;M3; 110,000.00 ;LUNAS;
FJ-0725-000960;01 Jul 2025;PASIR KEDIRI;0.30;M3; 122,500.00 ;LUNAS;
FJ-0725-000960;01 Jul 2025;SEMEN GRESIK PPC 40KG;1.00;ZAK; 57,000.00 ;LUNAS;
FJ-0725-000961;01 Jul 2025;PINTU ALMINI EDO 1/2 KACA PTH KN;1.00;PCS; 750,000.00 ;RP.200.000;
FJ-0725-000962;01 Jul 2025;WD CUTTING 105X1.2X16;5.00;PCS; 17,500.00 ;RP.1.827.500;
FJ-0725-000962;01 Jul 2025;PAKU BETON PUTIH 3;1.00;DOS; 10,000.00 ;RP.1.827.500;
FJ-0725-000962;01 Jul 2025;PAKU BETON PUTIH 2;1.00;DOS; 10,000.00 ;RP.1.827.500;
FJ-0725-000962;01 Jul 2025;KANAL C 75X0.75 MM KENCANA;20.00;LJR; 1,780,000.00 ;RP.1.827.500;
FJ-0725-000963;01 Jul 2025;ASBES GELOMBANG BESAR 200;10.00;LBR; 760,000.00 ;LUNAS;
FJ-0725-000963;01 Jul 2025;KANAL C 75X0.75 MM KENCANA;6.00;LJR; 534,000.00 ;LUNAS;
FJ-0725-000963;01 Jul 2025;FIBER GELOMBANG BESAR 200 SEJATI;1.00;LBR; 174,250.00 ;LUNAS;
FJ-0725-000963;01 Jul 2025;BAUT DRILLING 6 CM;150.00;PCS; 90,000.00 ;LUNAS;
FJ-0725-000963;01 Jul 2025;BAUT DRILLING 2.5 CM;150.00;PCS; 52,500.00 ;LUNAS;
FJ-0725-000963;01 Jul 2025;NO DROP 002 ABU @1KG;1.00;KLG; 56,000.00 ;LUNAS;
FJ-0725-000963;01 Jul 2025;TALANG GALVALUM 0.3X90;5.50;MTR; 222,750.00 ;LUNAS;
FJ-0725-000963;01 Jul 2025;RENG GALV KENCANA 0.4;6.00;LJR; 222,000.00 ;LUNAS;
FJ-0725-000964;01 Jul 2025;TIMBA HIJAU TC-15 BAGUS;4.00;PCS; 28,000.00 ;RP.303.000 TGU TF;
FJ-0725-000964;01 Jul 2025;CETOK GAGANG KARET BESAR;2.00;PCS; 40,000.00 ;RP.303.000 TGU TF;
FJ-0725-000964;01 Jul 2025;SEMEN TIGA RODA PCC 40KG;5.00;ZAK; 265,000.00 ;RP.303.000 TGU TF;
FJ-0725-000965;01 Jul 2025;BTR CITICON 10 CM PJG 60;1.00;M3; 650,000.00 ;RP.650.000 BSK;
FJ-0725-000966;01 Jul 2025;CORAL 1X2;5.00;M3; 2,300,000.00 ;LUNAS TGU KBR;
FJ-0725-000966;01 Jul 2025;PASIR KEDIRI A;5.00;M3; 1,800,000.00 ;LUNAS TGU KBR;
FJ-0725-000966;01 Jul 2025;SEMEN GRESIK PPC 40KG;16.00;ZAK; 912,000.00 ;LUNAS TGU KBR;
FJ-0725-000967;01 Jul 2025;ALAT PEL KARET;4.00;PCS; 120,000.00 ;NK TGU BRG;
FJ-0725-001002;01 Jul 2025;PASIR KEDIRI;0.60;M3; 155,000.00 ;LUNAS;
FJ-0725-001002;01 Jul 2025;KAYU MERANTI 4/6;6.00;BTG; 270,000.00 ;LUNAS;
FJ-0725-001002;01 Jul 2025;"KENI 3""";2.00;PCS; 20,000.00 ;LUNAS;
FJ-0725-001002;01 Jul 2025;TRIPLEK 8 MM SENGON;3.00;LBR; 228,000.00 ;LUNAS;
FJ-0725-001003;01 Jul 2025;TERPAL 4X6;1.00;PCS; 115,000.00 ;NK;
FJ-0725-001003;01 Jul 2025;GYPSUM A PLUS 120X240;5.00;LBR; 230,000.00 ;NK;
FJ-0725-001003;01 Jul 2025;CORNICE A PLUS @20 KG;1.00;ZAK; 65,000.00 ;NK;
FJ-0725-001003;01 Jul 2025;LIS ALMINI U 14MM (5/8);2.00;LJR; 120,000.00 ;NK;
FJ-0725-001003;01 Jul 2025;TRIPLEK 9 MM SUPER;5.00;LBR; 500,000.00 ;NK;
FJ-0725-001003;01 Jul 2025;SEMEN GRESIK PPC 40KG;10.00;ZAK; 570,000.00 ;NK;
FJ-0725-001003;01 Jul 2025;SEMEN MU 400 PEREKAT GRANITE TILE @25 KG;10.00;ZAK; 1,200,000.00 ;NK;
FJ-0725-001004;01 Jul 2025;BESI 10 SNI (9.5X12) SRTF;5.00;LJR; 352,500.00 ;NK;
FJ-0725-001004;01 Jul 2025;BESI 8 SNI (7.6X12) / 7.5 SRTF;10.00;LJR; 445,000.00 ;NK;
FJ-0725-001004;01 Jul 2025;ATAP DR SHIELD 6M;4.00;LBR; 1,680,000.00 ;NK;
FJ-0725-001004;01 Jul 2025;TALANG GALVALUM 0.3X60;8.00;MTR; 260,000.00 ;NK;
FJ-0725-001004;01 Jul 2025;SEMEN MERDEKA;10.00;ZAK; 465,000.00 ;NK;
FJ-0725-001005;01 Jul 2025;CORAL 1X2;0.50;M3; 230,000.00 ;RP. 880.000;
FJ-0725-001005;01 Jul 2025;BATA BIASA / SEKAM;1,000.00;PCS; 650,000.00 ;RP. 880.000;
